player_name,club,position,age,nationality,market_value_eur,contract_months_remaining,fb_player_name,fb_club,minutes_played,goals,assists,goals_per_90,assists_per_90,match_score,mins,yellow_cards,shots_per_game,pass_success_pct,aerials_won,rating,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,key_passes_per_game,dribbles_per_game,fouled_per_game,avg_passes_per_game,crosses_per_game,long_balls_per_game,through_balls_per_game,xg,xg_diff,xg_per_shot,position_group,is_striker,is_winger,is_attacking_mid,is_central_mid,is_cdm,is_fullback,is_goalkeeper,nationality_group,is_brazilian,is_french,is_english,is_spanish,is_german,is_argentinian,is_portuguese,is_african,is_asian,is_south_american_other
Enzo Fernández,Chelsea FC,Central Midfield,25,Argentina,90000000.0,75,Enzo Fernández,Chelsea FC,2488.0,8.0,3.0,0.2894,0.1085,100.0,2493.0,8.0,2.0,86.1,0.8,6.97,1.7,0.6,1.0,0.9,0.9,0.0,1.7,0.3,1.3,54.6,0.3,2.4,0.3,10.12,-2.12,0.18,central_mid,0,0,0,1,0,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Andrey Santos,Chelsea FC,Central Midfield,21,Brazil,45000000.0,51,Andrey Santos,Chelsea FC,975.0,0.0,0.0,0.0,0.0,100.0,971.0,4.0,0.4,89.6,0.6,6.4,1.2,0.8,0.5,0.7,0.4,0.2,0.3,0.1,0.9,28.4,0.0,0.5,0.0,1.89,-1.89,0.24,central_mid,0,0,0,1,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Cole Palmer,Chelsea FC,Attacking Midfield,23,England,110000000.0,87,Cole Palmer,Chelsea FC,1327.0,9.0,1.0,0.6104,0.0678,100.0,1336.0,4.0,2.3,83.9,0.0,6.88,0.9,0.6,0.6,0.5,0.4,0.0,0.9,0.9,1.3,30.1,0.2,1.6,0.2,9.06,-0.06,0.21,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Alejandro Garnacho,Chelsea FC,Left Winger,21,Argentina,40000000.0,27,Alejandro Garnacho,Chelsea FC,1077.0,1.0,4.0,0.0836,0.3343,100.0,1083.0,1.0,1.5,88.7,0.2,6.6,0.7,0.2,0.4,0.2,0.4,0.0,1.4,0.6,1.0,19.9,0.4,0.5,0.0,3.92,-2.92,0.14,winger,0,1,0,0,0,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Jamie Gittens,Chelsea FC,Left Winger,21,England,35000000.0,75,Jamie Gittens,Chelsea FC,495.0,0.0,2.0,0.0,0.3636,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Pedro Neto,Chelsea FC,Right Winger,26,Portugal,60000000.0,63,Pedro Neto,Chelsea FC,2140.0,5.0,4.0,0.2103,0.1682,100.0,2149.0,2.0,1.4,86.9,0.3,6.81,0.5,0.2,0.4,0.4,0.7,0.0,1.6,1.4,0.7,27.0,1.1,1.0,0.0,4.81,0.19,0.12,winger,0,1,0,0,0,0,0,portuguese,0,0,0,0,0,0,1,0,0,0
João Pedro,Chelsea FC,Centre-Forward,24,Brazil,75000000.0,87,João Pedro,Chelsea FC,2234.0,14.0,5.0,0.564,0.2014,100.0,2246.0,4.0,2.0,76.8,2.1,7.13,0.8,0.2,1.0,0.9,0.1,0.2,0.9,0.9,1.5,20.0,0.0,0.4,0.1,13.97,0.03,0.23,striker,1,0,0,0,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Liam Delap,Chelsea FC,Centre-Forward,23,England,32000000.0,63,Liam Delap,Chelsea FC,783.0,1.0,0.0,0.1149,0.0,100.0,780.0,2.0,1.5,69.0,1.0,6.3,0.2,0.0,0.8,0.4,0.2,0.0,0.1,0.3,0.7,6.9,0.0,0.0,0.0,4.48,-3.48,0.14,striker,1,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Marc Guiu,Chelsea FC,Centre-Forward,20,Spain,12000000.0,39,Marc Guiu,Chelsea FC,253.0,0.0,1.0,0.0,0.3557,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,spanish,0,0,0,1,0,0,0,0,0,0
Giorgi Mamardashvili,Liverpool FC,Goalkeeper,25,Georgia,28000000.0,63,Giorgi Mamardashvili,Liverpool FC,450.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
Alisson,Liverpool FC,Goalkeeper,33,Brazil,17000000.0,15,Alisson,Liverpool FC,2250.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,brazilian,1,0,0,0,0,0,0,0,0,0
Ibrahima Konaté,Liverpool FC,Centre-Back,26,France,50000000.0,3,Ibrahima Konaté,Liverpool FC,2404.0,1.0,0.0,0.0374,0.0,100.0,2410.0,5.0,0.4,89.3,3.5,6.98,1.6,0.8,1.0,5.6,0.3,0.7,0.3,0.1,1.1,61.0,0.0,2.0,0.1,1.6,-0.6,0.16,centre_back,0,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Virgil van Dijk,Liverpool FC,Centre-Back,34,Netherlands,18000000.0,15,Virgil van Dijk,Liverpool FC,2700.0,3.0,0.0,0.1,0.0,100.0,2700.0,4.0,0.7,89.5,4.8,7.05,0.6,0.6,0.4,7.5,0.0,0.5,0.4,0.1,0.5,76.5,0.0,4.2,0.0,3.69,-0.69,0.17,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Joe Gomez,Liverpool FC,Centre-Back,28,England,15000000.0,15,Joe Gomez,Liverpool FC,500.0,0.0,2.0,0.0,0.36,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Milos Kerkez,Liverpool FC,Left-Back,22,Hungary,40000000.0,51,Milos Kerkez,Liverpool FC,1953.0,1.0,1.0,0.0461,0.0461,100.0,1961.0,4.0,0.3,85.9,1.2,6.63,1.5,0.4,0.7,2.3,0.3,0.3,0.9,0.4,0.9,34.7,0.5,0.8,0.0,0.91,0.09,0.13,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Andrew Robertson,Liverpool FC,Left-Back,32,Scotland,10000000.0,3,Andrew Robertson,Liverpool FC,760.0,0.0,0.0,0.0,0.0,100.0,754.0,0.0,0.3,84.0,0.6,6.39,0.6,0.4,0.2,0.9,0.2,0.2,0.8,0.2,0.0,28.5,0.6,0.7,0.0,0.33,-0.33,0.07,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jeremie Frimpong,Liverpool FC,Right-Back,25,Netherlands,35000000.0,27,Jeremie Frimpong,Liverpool FC,690.0,0.0,1.0,0.0,0.1304,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Conor Bradley,Liverpool FC,Right-Back,22,Northern Ireland,30000000.0,39,Conor Bradley,Liverpool FC,929.0,0.0,1.0,0.0,0.0969,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Ryan Gravenberch,Liverpool FC,Defensive Midfield,23,Netherlands,90000000.0,75,Ryan Gravenberch,Liverpool FC,2428.0,4.0,3.0,0.1483,0.1112,100.0,2432.0,5.0,1.1,89.3,0.9,7.0,1.7,1.5,1.0,1.6,0.4,0.3,0.9,0.9,1.2,56.3,0.0,0.7,0.1,1.27,2.73,0.04,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Wataru Endo,Liverpool FC,Defensive Midfield,33,Japan,5000000.0,15,Wataru Endo,Liverpool FC,175.0,0.0,1.0,0.0,0.5143,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cdm,0,0,0,0,1,0,0,asian,0,0,0,0,0,0,0,0,1,0
Alexis Mac Allister,Liverpool FC,Central Midfield,27,Argentina,80000000.0,27,Alexis Mac Allister,Liverpool FC,2089.0,2.0,2.0,0.0862,0.0862,100.0,2096.0,4.0,1.4,86.6,0.4,6.6,1.5,0.6,0.8,1.0,1.1,0.3,0.8,0.3,0.9,38.8,0.3,1.3,0.0,3.46,-1.46,0.08,central_mid,0,0,0,1,0,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Curtis Jones,Liverpool FC,Central Midfield,25,England,35000000.0,27,Curtis Jones,Liverpool FC,1273.0,0.0,1.0,0.0,0.0707,100.0,1268.0,1.0,0.7,92.0,0.3,6.41,1.0,0.3,0.4,0.5,0.6,0.1,0.7,0.6,0.7,42.6,0.0,1.4,0.1,2.55,-2.55,0.13,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Trey Nyoni,Liverpool FC,Central Midfield,18,England,6000000.0,27,Trey Nyoni,Liverpool FC,15.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Florian Wirtz,Liverpool FC,Attacking Midfield,22,Germany,110000000.0,51,Florian Wirtz,Liverpool FC,1914.0,4.0,2.0,0.1881,0.094,100.0,1927.0,1.0,1.6,84.3,0.2,6.84,1.1,0.3,0.7,0.4,0.7,0.0,1.8,1.3,0.7,44.5,0.2,1.1,0.1,6.04,-2.04,0.15,attacking_mid,0,0,1,0,0,0,0,german,0,0,0,0,1,0,0,0,0,0
Dominik Szoboszlai,Liverpool FC,Attacking Midfield,25,Hungary,100000000.0,27,Dominik Szoboszlai,Liverpool FC,2511.0,5.0,3.0,0.1792,0.1075,100.0,2513.0,6.0,2.0,87.7,0.5,7.11,1.5,0.7,0.9,1.6,1.1,0.3,2.0,0.8,0.8,62.9,1.8,3.7,0.0,3.89,1.11,0.07,attacking_mid,0,0,1,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Cody Gakpo,Liverpool FC,Left Winger,26,Netherlands,65000000.0,51,Cody Gakpo,Liverpool FC,2055.0,6.0,3.0,0.2628,0.1314,100.0,2065.0,2.0,2.4,79.9,1.4,6.91,0.8,0.4,1.1,0.6,0.4,0.1,1.5,0.9,1.4,22.4,0.4,0.5,0.1,7.61,-1.61,0.11,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Rio Ngumoha,Liverpool FC,Left Winger,17,England,20000000.0,27,Rio Ngumoha,Liverpool FC,201.0,1.0,0.0,0.4478,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Mohamed Salah,Liverpool FC,Right Winger,33,Egypt,30000000.0,15,Mohamed Salah,Liverpool FC,1819.0,5.0,6.0,0.2474,0.2969,100.0,1821.0,1.0,2.6,75.2,0.4,6.69,0.5,0.2,0.5,0.3,0.2,0.0,2.0,0.5,0.7,28.8,0.7,0.6,0.1,8.13,-3.13,0.14,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Federico Chiesa,Liverpool FC,Right Winger,28,Italy,15000000.0,27,Federico Chiesa,Liverpool FC,282.0,2.0,1.0,0.6383,0.3191,100.0,265.0,2.0,0.7,71.2,0.1,6.23,0.4,0.2,0.4,0.3,0.2,0.1,0.1,0.1,0.2,4.7,0.0,0.0,0.0,1.63,0.37,0.11,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Alexander Isak,Liverpool FC,Centre-Forward,26,Sweden,100000000.0,63,Alexander Isak,Liverpool FC,504.0,2.0,1.0,0.3571,0.1786,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Hugo Ekitiké,Liverpool FC,Centre-Forward,23,France,90000000.0,63,Hugo Ekitiké,Liverpool FC,1796.0,11.0,4.0,0.5512,0.2004,100.0,1803.0,0.0,2.4,76.6,1.1,6.97,0.4,0.1,1.3,1.0,0.1,0.1,0.8,1.4,0.4,14.7,0.0,0.1,0.0,11.9,-0.9,0.18,striker,1,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Guglielmo Vicario,Tottenham Hotspur,Goalkeeper,29,Italy,23000000.0,27,Guglielmo Vicario,Tottenham Hotspur,2700.0,0.0,0.0,0.0,0.0,100.0,2700.0,1.0,0.0,67.0,0.4,6.56,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.1,34.9,0.0,5.2,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
Micky van de Ven,Tottenham Hotspur,Centre-Back,24,Netherlands,65000000.0,39,Micky van de Ven,Tottenham Hotspur,2366.0,4.0,1.0,0.1522,0.038,100.0,2368.0,7.0,0.6,89.2,1.3,6.61,1.2,0.8,0.8,4.0,0.3,0.7,0.2,0.3,0.6,50.7,0.0,2.1,0.0,2.8,1.2,0.19,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Cristian Romero,Tottenham Hotspur,Centre-Back,27,Argentina,50000000.0,39,Cristian Romero,Tottenham Hotspur,1709.0,4.0,1.0,0.2106,0.0527,100.0,1715.0,8.0,0.7,87.3,3.0,6.98,2.5,1.3,1.3,4.1,0.5,0.7,0.4,0.3,0.6,49.0,0.0,2.0,0.0,1.87,2.13,0.12,centre_back,0,0,0,0,0,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Radu Drăgușin,Tottenham Hotspur,Centre-Back,24,Romania,20000000.0,51,Radu Drăgușin,Tottenham Hotspur,515.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Kevin Danso,Tottenham Hotspur,Centre-Back,27,Austria,20000000.0,51,Kevin Danso,Tottenham Hotspur,843.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Ben Davies,Tottenham Hotspur,Centre-Back,32,Wales,5000000.0,3,Ben Davies,Tottenham Hotspur,137.0,1.0,0.0,0.6569,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Destiny Udogie,Tottenham Hotspur,Left-Back,23,Italy,35000000.0,51,Destiny Udogie,Tottenham Hotspur,798.0,0.0,1.0,0.0,0.1128,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Djed Spence,Tottenham Hotspur,Left-Back,25,England,30000000.0,27,Djed Spence,Tottenham Hotspur,1763.0,0.0,0.0,0.0,0.0,100.0,1767.0,4.0,0.5,81.6,0.9,6.49,1.5,0.6,1.0,2.2,0.4,0.1,0.4,1.1,0.8,34.2,0.4,1.3,0.0,0.99,-0.99,0.09,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Souza,Tottenham Hotspur,Left-Back,19,Brazil,12000000.0,63,Souza,Tottenham Hotspur,144.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,brazilian,1,0,0,0,0,0,0,0,0,0
Pedro Porro,Tottenham Hotspur,Right-Back,26,Spain,40000000.0,27,Pedro Porro,Tottenham Hotspur,2076.0,0.0,2.0,0.0,0.0867,100.0,2079.0,6.0,0.8,73.5,0.7,6.69,1.9,0.7,1.0,3.0,1.3,0.3,1.3,0.5,0.8,42.7,1.4,3.8,0.0,0.57,-0.57,0.03,fullback,0,0,0,0,0,1,0,spanish,0,0,0,1,0,0,0,0,0,0
Rodrigo Bentancur,Tottenham Hotspur,Defensive Midfield,28,Uruguay,22000000.0,27,Rodrigo Bentancur,Tottenham Hotspur,1410.0,1.0,1.0,0.0638,0.0638,100.0,1416.0,5.0,0.5,84.6,1.3,6.68,1.9,1.1,0.8,2.0,0.4,0.3,0.5,0.7,0.2,37.0,0.1,0.8,0.0,0.72,0.28,0.08,cdm,0,0,0,0,1,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
João Palhinha,Tottenham Hotspur,Defensive Midfield,30,Portugal,18000000.0,3,João Palhinha,Tottenham Hotspur,1779.0,3.0,2.0,0.1518,0.1012,100.0,1780.0,6.0,0.9,80.3,1.1,6.81,3.7,0.9,0.8,1.7,0.7,0.4,0.2,0.3,1.0,31.0,0.0,1.1,0.0,1.57,1.43,0.07,cdm,0,0,0,0,1,0,0,portuguese,0,0,0,0,0,0,1,0,0,0
Yves Bissouma,Tottenham Hotspur,Defensive Midfield,29,Mali,12000000.0,3,Yves Bissouma,Tottenham Hotspur,462.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cdm,0,0,0,0,1,0,0,african,0,0,0,0,0,0,0,1,0,0
Lucas Bergvall,Tottenham Hotspur,Central Midfield,20,Sweden,40000000.0,63,Lucas Bergvall,Tottenham Hotspur,805.0,1.0,2.0,0.1118,0.2236,100.0,809.0,2.0,0.6,83.0,0.2,6.39,1.2,0.1,1.1,0.6,0.3,0.1,0.2,0.8,0.3,15.2,0.1,0.5,0.0,1.06,-0.06,0.11,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Archie Gray,Tottenham Hotspur,Central Midfield,20,England,35000000.0,51,Archie Gray,Tottenham Hotspur,1291.0,2.0,2.0,0.1394,0.1394,100.0,1294.0,5.0,0.4,83.6,0.4,6.38,0.5,0.7,0.5,2.1,0.1,0.2,0.4,0.3,0.1,22.6,0.2,1.0,0.0,1.44,0.56,0.18,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Conor Gallagher,Tottenham Hotspur,Central Midfield,26,England,35000000.0,63,Conor Gallagher,Tottenham Hotspur,578.0,0.0,1.0,0.0,0.1557,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Pape Matar Sarr,Tottenham Hotspur,Central Midfield,23,Senegal,32000000.0,51,Pape Matar Sarr,Tottenham Hotspur,1237.0,2.0,3.0,0.1455,0.2183,100.0,1232.0,2.0,0.6,85.1,1.1,6.69,1.4,0.8,1.1,2.1,0.4,0.5,0.3,0.4,0.6,26.0,0.0,0.9,0.1,1.54,0.46,0.12,central_mid,0,0,0,1,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Xavi Simons,Tottenham Hotspur,Attacking Midfield,22,Netherlands,50000000.0,51,Xavi Simons,Tottenham Hotspur,1573.0,1.0,4.0,0.0572,0.2289,100.0,1577.0,4.0,1.5,82.3,0.5,6.64,1.3,0.6,0.8,0.4,0.7,0.0,1.3,1.0,1.5,30.2,0.6,1.4,0.1,2.43,-1.43,0.07,attacking_mid,0,0,1,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Wilson Odobert,Tottenham Hotspur,Left Winger,21,France,20000000.0,39,Wilson Odobert,Tottenham Hotspur,985.0,0.0,2.0,0.0,0.1827,100.0,982.0,0.0,0.9,84.9,0.2,6.42,0.4,0.0,0.1,0.5,0.1,0.0,0.8,1.0,0.4,13.5,0.3,0.3,0.0,2.69,-2.69,0.12,winger,0,1,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Mohammed Kudus,Tottenham Hotspur,Right Winger,25,Ghana,55000000.0,63,Mohammed Kudus,Tottenham Hotspur,1535.0,2.0,5.0,0.1173,0.2932,100.0,1546.0,3.0,1.4,85.6,0.6,6.98,1.5,0.2,1.2,0.3,0.6,0.0,1.2,2.7,0.8,23.4,1.5,1.0,0.0,2.34,-0.34,0.09,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Dominic Solanke,Tottenham Hotspur,Centre-Forward,28,England,35000000.0,27,Dominic Solanke,Tottenham Hotspur,692.0,3.0,0.0,0.3902,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Richarlison,Tottenham Hotspur,Centre-Forward,28,Brazil,28000000.0,15,Richarlison,Tottenham Hotspur,1445.0,9.0,3.0,0.5606,0.1869,100.0,1440.0,5.0,1.8,63.9,2.0,6.81,0.8,0.2,0.7,1.6,0.4,0.0,0.6,0.3,1.0,9.2,0.0,0.3,0.0,6.55,2.45,0.15,striker,1,0,0,0,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Mathys Tel,Tottenham Hotspur,Centre-Forward,20,France,25000000.0,63,Mathys Tel,Tottenham Hotspur,840.0,3.0,0.0,0.3214,0.0,100.0,831.0,0.0,1.1,74.6,0.5,6.49,0.6,0.1,0.5,0.3,0.2,0.0,0.8,1.1,0.7,8.7,0.7,0.5,0.0,2.38,0.62,0.1,striker,1,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Randal Kolo Muani,Tottenham Hotspur,Centre-Forward,27,France,22000000.0,3,Randal Kolo Muani,Tottenham Hotspur,1207.0,1.0,1.0,0.0746,0.0746,100.0,1214.0,2.0,0.6,70.3,0.9,6.33,1.0,0.1,1.5,0.7,0.5,0.0,0.7,0.7,0.5,9.5,0.2,0.1,0.0,2.49,-1.49,0.18,striker,1,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Senne Lammens,Manchester United,Goalkeeper,23,Belgium,30000000.0,51,Senne Lammens,Manchester United,2160.0,0.0,0.0,0.0,0.0,100.0,2160.0,0.0,0.0,57.8,0.2,6.53,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,29.0,0.0,5.5,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
Altay Bayındır,Manchester United,Goalkeeper,27,Türkiye,7000000.0,15,Altay Bayındır,Manchester United,540.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
Leny Yoro,Manchester United,Centre-Back,20,France,50000000.0,39,Leny Yoro,Manchester United,1525.0,0.0,0.0,0.0,0.0,100.0,1526.0,1.0,0.2,88.9,1.3,6.39,1.1,0.9,0.5,2.6,0.3,0.3,0.1,0.0,0.1,33.2,0.0,1.3,0.0,0.97,-0.97,0.16,centre_back,0,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Matthijs de Ligt,Manchester United,Centre-Back,26,Netherlands,40000000.0,39,Matthijs de Ligt,Manchester United,1170.0,1.0,0.0,0.0769,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Lisandro Martínez,Manchester United,Centre-Back,28,Argentina,40000000.0,15,Lisandro Martínez,Manchester United,908.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Ayden Heaven,Manchester United,Centre-Back,19,England,20000000.0,39,Ayden Heaven,Manchester United,645.0,0.0,1.0,0.0,0.1395,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Harry Maguire,Manchester United,Centre-Back,33,England,10000000.0,3,Harry Maguire,Manchester United,1126.0,1.0,1.0,0.0799,0.0799,100.0,1127.0,3.0,0.5,86.9,2.6,6.66,0.7,0.4,0.6,3.6,0.1,0.4,0.1,0.0,0.8,36.1,0.1,1.6,0.0,1.01,-0.01,0.11,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Tyler Fredricson,Manchester United,Centre-Back,21,England,3000000.0,27,Tyler Fredricson,Manchester United,3.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Patrick Dorgu,Manchester United,Left-Back,21,Denmark,35000000.0,51,Patrick Dorgu,Manchester United,1335.0,3.0,3.0,0.2022,0.2022,100.0,1333.0,5.0,1.0,75.9,1.9,6.93,2.1,0.6,0.9,1.4,0.7,0.1,1.1,0.5,1.9,21.3,0.7,0.3,0.0,2.15,0.85,0.1,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
