player_name,club,position,age,nationality,market_value_eur,contract_months_remaining,fb_player_name,fb_club,minutes_played,goals,assists,goals_per_90,assists_per_90,match_score,mins,yellow_cards,shots_per_game,pass_success_pct,aerials_won,rating,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,key_passes_per_game,dribbles_per_game,fouled_per_game,avg_passes_per_game,crosses_per_game,long_balls_per_game,through_balls_per_game,xg,xg_diff,xg_per_shot,position_group,is_striker,is_winger,is_attacking_mid,is_central_mid,is_cdm,is_fullback,is_goalkeeper,nationality_group,is_brazilian,is_french,is_english,is_spanish,is_german,is_argentinian,is_portuguese,is_african,is_asian,is_south_american_other
Luke Shaw,Manchester United,Left-Back,30,England,10000000.0,15,Luke Shaw,Manchester United,2525.0,0.0,1.0,0.0,0.0356,100.0,2538.0,5.0,0.2,87.0,1.7,6.62,1.9,1.1,1.3,2.2,0.5,0.3,0.5,0.2,0.3,48.1,0.2,1.6,0.0,0.36,-0.36,0.07,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Tyrell Malacia,Manchester United,Left-Back,26,Netherlands,5000000.0,3,Tyrell Malacia,Manchester United,9.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,Manchester United,Right-Back,27,Portugal,30000000.0,27,Diogo Dalot,Manchester United,2143.0,1.0,3.0,0.042,0.126,100.0,2146.0,5.0,0.7,85.0,1.5,6.82,1.4,0.8,0.8,2.6,0.6,0.3,0.9,0.6,0.4,34.1,0.5,1.2,0.1,1.93,-0.93,0.1,fullback,0,0,0,0,0,1,0,portuguese,0,0,0,0,0,0,1,0,0,0
Noussair Mazraoui,Manchester United,Right-Back,28,Morocco,20000000.0,27,Noussair Mazraoui,Manchester United,618.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,african,0,0,0,0,0,0,0,1,0,0
Manuel Ugarte,Manchester United,Defensive Midfield,24,Uruguay,30000000.0,39,Manuel Ugarte,Manchester United,788.0,0.0,0.0,0.0,0.0,100.0,784.0,1.0,0.6,84.7,0.5,6.38,2.2,0.9,1.1,0.8,0.8,0.1,0.1,0.4,0.6,22.0,0.0,0.6,0.0,0.72,-0.72,0.07,cdm,0,0,0,0,1,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Casemiro,Manchester United,Defensive Midfield,34,Brazil,8000000.0,3,Casemiro,Manchester United,2050.0,7.0,2.0,0.3073,0.0878,100.0,2071.0,7.0,1.5,81.1,1.6,7.05,2.4,0.8,1.4,1.8,1.3,0.6,1.0,0.2,1.0,46.6,0.1,2.5,0.2,4.89,2.11,0.11,cdm,0,0,0,0,1,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Kobbie Mainoo,Manchester United,Central Midfield,20,England,50000000.0,15,Kobbie Mainoo,Manchester United,1032.0,0.0,2.0,0.0,0.1744,100.0,1024.0,0.0,0.4,89.9,0.6,6.5,1.2,0.3,0.4,0.9,0.3,0.2,0.8,0.5,0.7,31.2,0.2,0.7,0.0,0.23,-0.23,0.03,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Bruno Fernandes,Manchester United,Attacking Midfield,31,Portugal,40000000.0,15,Bruno Fernandes,Manchester United,2344.0,7.0,16.0,0.2688,0.6143,100.0,2349.0,3.0,2.5,82.9,0.6,7.48,1.6,0.5,0.7,1.4,1.1,0.2,3.6,0.6,1.2,57.1,1.4,4.0,0.5,9.93,-2.93,0.15,attacking_mid,0,0,1,0,0,0,0,portuguese,0,0,0,0,0,0,1,0,0,0
Mason Mount,Manchester United,Attacking Midfield,27,England,30000000.0,27,Mason Mount,Manchester United,816.0,3.0,0.0,0.3309,0.0,100.0,821.0,0.0,1.1,79.4,0.3,6.5,0.8,0.2,0.7,0.2,0.6,0.0,0.8,0.3,0.5,18.9,0.1,1.1,0.2,1.82,1.18,0.1,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Bryan Mbeumo,Manchester United,Right Winger,26,Cameroon,80000000.0,51,Bryan Mbeumo,Manchester United,2117.0,9.0,3.0,0.3826,0.1275,100.0,2128.0,4.0,2.4,79.5,0.4,6.91,0.8,0.3,0.8,0.3,0.5,0.0,1.6,0.6,1.0,26.9,1.2,0.5,0.2,9.29,-0.29,0.16,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Amad Diallo,Manchester United,Right Winger,23,Cote d'Ivoire,50000000.0,51,Amad Diallo,Manchester United,1828.0,2.0,2.0,0.0985,0.0985,100.0,1832.0,2.0,1.7,88.0,0.4,7.02,1.3,0.6,0.7,1.0,0.6,0.0,1.6,1.4,1.4,31.2,0.4,0.9,0.1,4.59,-2.59,0.11,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Matheus Cunha,Manchester United,Centre-Forward,26,Brazil,70000000.0,51,Matheus Cunha,Manchester United,1988.0,7.0,2.0,0.3169,0.0905,100.0,1994.0,1.0,2.6,80.1,0.9,7.07,1.2,0.6,0.6,0.6,0.6,0.1,0.9,1.4,1.7,26.0,0.3,0.7,0.1,6.05,0.95,0.09,striker,1,0,0,0,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Benjamin Sesko,Manchester United,Centre-Forward,22,Slovenia,65000000.0,51,Benjamin Sesko,Manchester United,1322.0,9.0,1.0,0.6127,0.0681,100.0,1316.0,1.0,2.1,69.2,2.0,6.74,0.2,0.1,0.6,0.6,0.1,0.1,0.3,0.2,0.2,9.9,0.0,0.2,0.0,9.26,-0.26,0.17,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Joshua Zirkzee,Manchester United,Centre-Forward,24,Netherlands,22000000.0,39,Joshua Zirkzee,Manchester United,523.0,2.0,1.0,0.3442,0.1721,100.0,511.0,1.0,1.2,75.4,0.9,6.36,0.4,0.1,0.4,0.4,0.1,0.1,0.6,0.3,0.2,11.5,0.1,0.1,0.0,2.89,-0.89,0.14,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Aaron Ramsdale,Newcastle United,Goalkeeper,27,England,12000000.0,3,Aaron Ramsdale,Newcastle United,734.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,english,0,0,1,0,0,0,0,0,0,0
Nick Pope,Newcastle United,Goalkeeper,33,England,7000000.0,15,Nick Pope,Newcastle United,1966.0,0.0,0.0,0.0,0.0,100.0,1967.0,1.0,0.0,61.2,0.5,6.67,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.1,21.5,0.0,3.6,0.0,0.12,-0.12,0.12,goalkeeper,0,0,0,0,0,0,1,english,0,0,1,0,0,0,0,0,0,0
Malick Thiaw,Newcastle United,Centre-Back,24,Germany,45000000.0,39,Malick Thiaw,Newcastle United,2298.0,4.0,0.0,0.1567,0.0,100.0,2299.0,3.0,0.9,89.7,3.6,6.93,1.1,0.9,0.7,5.7,0.4,1.0,0.2,0.1,0.3,48.0,0.0,2.6,0.0,5.36,-1.36,0.21,centre_back,0,0,0,0,0,0,0,german,0,0,0,0,1,0,0,0,0,0
Sven Botman,Newcastle United,Centre-Back,26,Netherlands,35000000.0,27,Sven Botman,Newcastle United,1152.0,1.0,1.0,0.0781,0.0781,100.0,1154.0,1.0,0.5,88.1,2.9,6.74,0.7,0.5,0.5,4.8,0.1,0.8,0.3,0.1,0.5,43.1,0.0,1.8,0.0,1.06,-0.06,0.13,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Fabian Schär,Newcastle United,Centre-Back,34,Switzerland,6000000.0,3,Fabian Schär,Newcastle United,1091.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Dan Burn,Newcastle United,Centre-Back,33,England,5000000.0,15,Dan Burn,Newcastle United,1723.0,0.0,2.0,0.0,0.1045,100.0,1724.0,7.0,0.2,79.3,3.4,6.62,1.4,0.8,1.5,5.4,0.8,0.4,0.3,0.1,0.4,38.0,0.0,1.1,0.0,0.21,-0.21,0.05,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Lewis Hall,Newcastle United,Left-Back,21,England,35000000.0,39,Lewis Hall,Newcastle United,1663.0,1.0,1.0,0.0541,0.0541,100.0,1663.0,3.0,0.8,85.6,1.0,6.85,2.0,1.0,0.7,2.7,0.5,0.4,0.7,1.4,1.4,42.2,0.5,1.6,0.1,1.02,-0.02,0.05,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Alex Murphy,Newcastle United,Left-Back,21,Ireland,1500000.0,27,Alex Murphy,Newcastle United,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Tino Livramento,Newcastle United,Right-Back,23,England,40000000.0,27,Tino Livramento,Newcastle United,1139.0,0.0,1.0,0.0,0.079,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Kieran Trippier,Newcastle United,Right-Back,35,England,2500000.0,27,Kieran Trippier,Newcastle United,1392.0,0.0,1.0,0.0,0.0647,100.0,1396.0,3.0,0.1,82.0,1.3,6.61,1.4,0.6,1.2,2.6,1.5,0.1,1.5,0.2,1.0,56.3,1.7,2.6,0.0,0.12,-0.12,0.06,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Emil Krafth,Newcastle United,Right-Back,31,Sweden,1000000.0,27,Emil Krafth,Newcastle United,45.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Sandro Tonali,Newcastle United,Defensive Midfield,25,Italy,80000000.0,27,Sandro Tonali,Newcastle United,2038.0,0.0,2.0,0.0,0.0883,100.0,2049.0,3.0,1.0,84.9,0.4,6.58,1.0,0.9,0.6,0.9,0.7,0.2,0.9,0.6,1.2,43.0,0.6,2.1,0.1,1.34,-1.34,0.05,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Bruno Guimarães,Newcastle United,Central Midfield,28,Brazil,75000000.0,27,Bruno Guimarães,Newcastle United,2017.0,9.0,4.0,0.4016,0.1785,100.0,2021.0,5.0,1.4,86.5,0.5,7.2,2.2,0.5,1.4,1.3,1.0,0.0,1.7,0.6,2.3,51.2,0.7,2.9,0.3,5.75,3.25,0.18,central_mid,0,0,0,1,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Jacob Ramsey,Newcastle United,Central Midfield,24,England,35000000.0,27,Jacob Ramsey,Newcastle United,991.0,2.0,1.0,0.1816,0.0908,100.0,990.0,3.0,0.6,90.2,0.4,6.38,1.3,0.4,0.7,0.3,0.5,0.1,0.8,0.5,0.6,23.4,0.2,0.4,0.1,1.06,0.94,0.09,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Joelinton,Newcastle United,Central Midfield,29,Brazil,30000000.0,27,Joelinton,Newcastle United,1598.0,2.0,1.0,0.1126,0.0563,100.0,1604.0,8.0,1.2,82.7,2.3,6.81,1.5,0.9,1.6,1.6,0.8,0.1,0.7,0.5,1.2,30.5,0.1,0.7,0.0,2.08,-0.08,0.08,central_mid,0,0,0,1,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Lewis Miley,Newcastle United,Central Midfield,19,England,25000000.0,27,Lewis Miley,Newcastle United,1136.0,1.0,3.0,0.0792,0.2377,100.0,1134.0,0.0,0.6,90.6,1.6,6.77,1.3,0.9,0.2,1.2,0.5,0.1,0.7,0.6,0.2,35.1,0.2,0.8,0.0,1.45,-0.45,0.12,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Joe Willock,Newcastle United,Central Midfield,26,England,16000000.0,27,Joe Willock,Newcastle United,677.0,0.0,1.0,0.0,0.1329,100.0,675.0,3.0,0.5,81.4,0.4,6.26,0.9,0.3,0.8,0.2,0.6,0.1,0.4,0.3,0.4,12.7,0.1,0.3,0.0,0.83,-0.83,0.08,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Anthony Gordon,Newcastle United,Left Winger,25,England,60000000.0,27,Anthony Gordon,Newcastle United,1637.0,5.0,2.0,0.2749,0.11,100.0,1658.0,3.0,1.8,81.8,0.3,6.67,0.8,0.1,0.5,0.5,0.5,0.0,1.0,1.3,1.5,19.9,0.6,0.7,0.1,8.42,-3.42,0.19,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Harvey Barnes,Newcastle United,Left Winger,28,England,32000000.0,27,Harvey Barnes,Newcastle United,1584.0,5.0,0.0,0.2841,0.0,100.0,1584.0,1.0,1.7,80.4,0.1,6.45,0.4,0.1,0.5,0.5,0.3,0.0,0.6,0.4,0.6,16.0,0.4,0.2,0.0,6.45,-1.45,0.13,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Anthony Elanga,Newcastle United,Right Winger,23,Sweden,40000000.0,27,Anthony Elanga,Newcastle United,1157.0,0.0,1.0,0.0,0.0778,100.0,1153.0,0.0,0.5,82.4,0.5,6.28,0.5,0.1,0.3,0.2,0.3,0.0,0.6,0.4,0.7,14.2,0.5,0.2,0.0,1.2,-1.2,0.09,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jacob Murphy,Newcastle United,Right Winger,31,England,15000000.0,27,Jacob Murphy,Newcastle United,1220.0,3.0,1.0,0.2213,0.0738,100.0,1224.0,1.0,1.5,73.4,0.2,6.52,0.5,0.1,0.2,0.5,0.8,0.0,0.7,0.7,0.3,15.2,0.8,0.6,0.1,2.59,0.41,0.07,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Nick Woltemade,Newcastle United,Centre-Forward,24,Germany,65000000.0,27,Nick Woltemade,Newcastle United,1600.0,7.0,2.0,0.3938,0.1125,100.0,1612.0,0.0,1.2,74.5,1.3,6.63,0.8,0.2,0.7,0.7,0.4,0.1,0.5,0.5,0.7,10.8,0.0,0.3,0.0,6.98,0.02,0.23,striker,1,0,0,0,0,0,0,german,0,0,0,0,1,0,0,0,0,0
Yoane Wissa,Newcastle United,Centre-Forward,29,DR Congo,30000000.0,27,Yoane Wissa,Newcastle United,429.0,1.0,0.0,0.2098,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
William Osula,Newcastle United,Centre-Forward,22,Denmark,15000000.0,27,William Osula,Newcastle United,280.0,2.0,0.0,0.6429,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Emiliano Martínez,Aston Villa,Goalkeeper,33,Argentina,15000000.0,27,Emiliano Martínez,Aston Villa,2295.0,0.0,0.0,0.0,0.0,100.0,2296.0,2.0,0.0,73.4,0.5,6.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,37.0,0.0,5.3,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,argentinian,0,0,0,0,0,1,0,0,0,0
Marco Bizot,Aston Villa,Goalkeeper,35,Netherlands,2500000.0,15,Marco Bizot,Aston Villa,405.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
Ezri Konsa,Aston Villa,Centre-Back,28,England,40000000.0,27,Ezri Konsa,Aston Villa,2585.0,0.0,0.0,0.0,0.0,100.0,2586.0,0.0,0.3,95.0,1.0,6.62,0.7,0.8,0.4,3.7,0.1,0.9,0.1,0.2,1.1,60.8,0.0,1.5,0.0,0.94,-0.94,0.1,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Pau Torres,Aston Villa,Centre-Back,29,Spain,22000000.0,27,Pau Torres,Aston Villa,1298.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,spanish,0,0,0,1,0,0,0,0,0,0
Victor Lindelöf,Aston Villa,Centre-Back,31,Sweden,6000000.0,15,Victor Lindelöf,Aston Villa,578.0,0.0,1.0,0.0,0.1557,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Tyrone Mings,Aston Villa,Centre-Back,33,England,4000000.0,15,Tyrone Mings,Aston Villa,964.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Ian Maatsen,Aston Villa,Left-Back,24,Netherlands,30000000.0,51,Ian Maatsen,Aston Villa,1264.0,0.0,0.0,0.0,0.0,100.0,1259.0,2.0,0.7,86.0,0.6,6.51,1.5,0.5,0.5,2.1,0.8,0.0,0.8,0.7,0.6,25.6,0.4,1.0,0.0,1.04,-1.04,0.06,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Lucas Digne,Aston Villa,Left-Back,32,France,8000000.0,27,Lucas Digne,Aston Villa,1467.0,0.0,4.0,0.0,0.2454,100.0,1472.0,3.0,0.4,80.3,0.9,6.53,1.1,0.5,0.4,1.9,0.5,0.1,0.8,0.2,0.4,23.4,1.0,0.4,0.0,0.55,-0.55,0.05,fullback,0,0,0,0,0,1,0,french,0,1,0,0,0,0,0,0,0,0
Matty Cash,Aston Villa,Right-Back,28,Poland,22000000.0,39,Matty Cash,Aston Villa,2351.0,3.0,2.0,0.1148,0.0766,100.0,2358.0,7.0,0.9,85.0,1.0,6.83,1.8,0.7,1.3,2.7,0.9,0.4,0.9,0.4,0.9,40.5,0.8,1.7,0.0,1.09,1.91,0.04,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Andrés García,Aston Villa,Right-Back,23,Spain,7000000.0,27,Andrés García,Aston Villa,40.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fullback,0,0,0,0,0,1,0,spanish,0,0,0,1,0,0,0,0,0,0
Amadou Onana,Aston Villa,Defensive Midfield,24,Belgium,45000000.0,39,Amadou Onana,Aston Villa,1470.0,2.0,0.0,0.1224,0.0,100.0,1479.0,2.0,0.6,86.4,2.0,6.73,1.7,1.0,0.8,2.5,0.5,0.7,0.2,0.3,1.1,33.5,0.0,1.8,0.0,1.51,0.49,0.12,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Boubacar Kamara,Aston Villa,Defensive Midfield,26,France,40000000.0,51,Boubacar Kamara,Aston Villa,1411.0,1.0,3.0,0.0638,0.1914,100.0,1418.0,5.0,0.4,88.3,2.0,6.96,2.1,1.0,0.9,1.1,1.1,0.4,0.8,0.8,1.7,45.4,0.0,1.7,0.1,0.99,0.01,0.14,cdm,0,0,0,0,1,0,0,french,0,1,0,0,0,0,0,0,0,0
Lamare Bogarde,Aston Villa,Defensive Midfield,22,Netherlands,15000000.0,27,Lamare Bogarde,Aston Villa,807.0,0.0,0.0,0.0,0.0,100.0,803.0,5.0,0.0,89.2,0.3,6.13,0.8,0.1,0.6,0.8,0.2,0.2,0.1,0.1,0.7,17.8,0.0,0.3,0.0,0.0,0.0,0.0,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Youri Tielemans,Aston Villa,Central Midfield,28,Belgium,35000000.0,27,Youri Tielemans,Aston Villa,1298.0,0.0,4.0,0.0,0.2773,100.0,1300.0,0.0,1.0,84.5,0.8,6.88,2.2,0.6,1.3,0.8,0.9,0.6,1.5,0.5,1.6,47.7,0.5,2.4,0.2,1.49,-1.49,0.09,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Douglas Luiz,Aston Villa,Central Midfield,27,Brazil,20000000.0,3,Douglas Luiz,Aston Villa,780.0,1.0,0.0,0.1154,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,central_mid,0,0,0,1,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
John McGinn,Aston Villa,Central Midfield,31,Scotland,15000000.0,27,John McGinn,Aston Villa,1651.0,3.0,2.0,0.1635,0.109,100.0,1668.0,3.0,0.8,81.7,0.3,6.63,1.2,0.5,1.1,0.6,0.6,0.2,1.1,0.4,1.7,24.7,0.7,1.3,0.0,2.68,0.32,0.14,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Ross Barkley,Aston Villa,Central Midfield,32,England,5000000.0,3,Ross Barkley,Aston Villa,336.0,2.0,0.0,0.5357,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Morgan Rogers,Aston Villa,Attacking Midfield,23,England,80000000.0,63,Morgan Rogers,Aston Villa,2677.0,8.0,5.0,0.269,0.1681,100.0,2680.0,6.0,2.3,75.4,0.8,6.84,1.1,0.4,1.2,0.9,0.6,0.1,1.2,1.1,1.3,28.5,0.1,1.1,0.2,4.94,3.06,0.07,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Harvey Elliott,Aston Villa,Attacking Midfield,22,England,22000000.0,3,Harvey Elliott,Aston Villa,113.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Jadon Sancho,Aston Villa,Left Winger,25,England,20000000.0,3,Jadon Sancho,Aston Villa,697.0,0.0,1.0,0.0,0.1291,100.0,695.0,0.0,0.5,85.1,0.2,6.33,0.3,0.1,0.2,0.5,0.3,0.0,1.0,0.7,0.1,17.2,0.2,0.1,0.0,0.89,-0.89,0.1,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Leon Bailey,Aston Villa,Right Winger,28,Jamaica,16000000.0,15,Leon Bailey,Aston Villa,316.0,0.0,1.0,0.0,0.2848,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Alysson,Aston Villa,Right Winger,19,Brazil,10000000.0,27,Alysson,Aston Villa,2250.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winger,0,1,0,0,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Ollie Watkins,Aston Villa,Centre-Forward,30,England,30000000.0,27,Ollie Watkins,Aston Villa,2207.0,8.0,1.0,0.3262,0.0408,100.0,2218.0,3.0,2.0,71.4,1.1,6.67,0.6,0.2,1.0,0.4,0.1,0.0,0.5,0.7,0.9,13.0,0.0,0.1,0.0,11.81,-3.81,0.21,striker,1,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Tammy Abraham,Aston Villa,Centre-Forward,28,England,20000000.0,51,Tammy Abraham,Aston Villa,198.0,1.0,0.0,0.4545,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,striker,1,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Dean Henderson,Crystal Palace,Goalkeeper,29,England,28000000.0,27,Dean Henderson,Crystal Palace,2610.0,0.0,0.0,0.0,0.0,100.0,2610.0,3.0,0.0,55.5,0.5,6.73,0.0,0.1,0.0,1.4,0.0,0.0,0.0,0.0,0.2,30.6,0.0,4.6,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,english,0,0,1,0,0,0,0,0,0,0
Walter Benítez,Crystal Palace,Goalkeeper,33,Argentina,5000000.0,27,Walter Benítez,Crystal Palace,90.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goalkeeper,0,0,0,0,0,0,1,argentinian,0,0,0,0,0,1,0,0,0,0
Maxence Lacroix,Crystal Palace,Centre-Back,25,France,40000000.0,39,Maxence Lacroix,Crystal Palace,2485.0,1.0,2.0,0.0362,0.0724,100.0,2486.0,3.0,0.7,87.9,3.3,7.05,1.8,1.3,0.9,7.3,0.3,0.4,0.2,0.2,0.6,46.9,0.1,2.5,0.0,2.19,-1.19,0.11,centre_back,0,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
