player_name,club,nationality,position_group,age,age_squared,market_value_eur,log_market_value,minutes_played,goals,assists,goals_per_90,assists_per_90,contract_months_remaining,team_league_position,is_top4,is_top6,is_bottom6,is_historic_top6,is_promoted,is_striker,is_winger,is_attacking_mid,is_central_mid,is_cdm,is_fullback,is_goalkeeper,is_brazilian,is_french,is_english,is_spanish,is_german,is_argentinian,is_portuguese,is_african,is_asian,is_south_american_other,striker_age,striker_age_sq,winger_age,winger_age_sq,attmid_age,attmid_age_sq,cm_age,cm_age_sq,cdm_age,cdm_age_sq,fullback_age,fullback_age_sq,cb_age,cb_age_sq,gk_age,gk_age_sq,striker_goals_per_90,striker_assists_per_90,winger_goals_per_90,winger_assists_per_90,attmid_goals_per_90,attmid_assists_per_90,cm_goals_per_90,cm_assists_per_90,cdm_goals_per_90,cdm_assists_per_90,fullback_goals_per_90,fullback_assists_per_90,cb_goals_per_90,cb_assists_per_90,tackles_striker,tackles_winger,tackles_attmid,tackles_cm,tackles_cdm,tackles_fullback,tackles_cb,tackles_gk,interceptions_striker,interceptions_winger,interceptions_attmid,interceptions_cm,interceptions_cdm,interceptions_fullback,interceptions_cb,interceptions_gk,clearances_striker,clearances_winger,clearances_attmid,clearances_cm,clearances_cdm,clearances_fullback,clearances_cb,clearances_gk,blocks_striker,blocks_winger,blocks_attmid,blocks_cm,blocks_cdm,blocks_fullback,blocks_cb,blocks_gk,aerials_won_striker,aerials_won_winger,aerials_won_attmid,aerials_won_cm,aerials_won_cdm,aerials_won_fullback,aerials_won_cb,aerials_won_gk,key_passes_striker,key_passes_winger,key_passes_attmid,key_passes_cm,key_passes_cdm,key_passes_fullback,key_passes_cb,key_passes_gk,dribbles_striker,dribbles_winger,dribbles_attmid,dribbles_cm,dribbles_cdm,dribbles_fullback,dribbles_cb,dribbles_gk,crosses_striker,crosses_winger,crosses_attmid,crosses_cm,crosses_cdm,crosses_fullback,crosses_cb,crosses_gk,long_balls_striker,long_balls_winger,long_balls_attmid,long_balls_cm,long_balls_cdm,long_balls_fullback,long_balls_cb,long_balls_gk,through_balls_striker,through_balls_winger,through_balls_attmid,through_balls_cm,through_balls_cdm,through_balls_fullback,through_balls_cb,through_balls_gk,avg_passes_striker,avg_passes_winger,avg_passes_attmid,avg_passes_cm,avg_passes_cdm,avg_passes_fullback,avg_passes_cb,avg_passes_gk,shots_striker,shots_winger,shots_attmid,shots_cm,shots_cdm,shots_fullback,shots_cb,shots_gk,xg_striker,xg_winger,xg_attmid,xg_cm,xg_cdm,xg_fullback,xg_cb,xg_gk,xg_p90_striker,xg_p90_winger,xg_p90_attmid,xg_p90_cm,xg_p90_cdm,xg_p90_fullback,xg_p90_cb,xg_p90_gk,fouled_striker,fouled_winger,fouled_attmid,fouled_cm,fouled_cdm,fouled_fullback,fouled_cb,fouled_gk,position,apps,yellow_cards,shots_per_game,pass_success_pct,aerials_won,rating,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,key_passes_per_game,dribbles_per_game,fouled_per_game,avg_passes_per_game,crosses_per_game,long_balls_per_game,through_balls_per_game,xg,xg_diff,xg_per_shot,tm_match_score,is_centre_back,save_pct,cs_per_90,ga_per_90,sota_per_90,pk_save_pct,minutes_gk,gk_save_pct,gk_cs_per_90,gk_ga_per_90,gk_sota_per_90,gk_pk_save_pct,predicted_log_value,residual,predicted_market_value_eur,valuation_label
Patrick Wimmer,VfL Wolfsburg,Austria,winger,24,576,15000000.0,16.523560759066484,1177.0,3.0,3.0,0.2294,0.2294,18,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,-2.3992395437262353,5.756350388179674,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.2294,0.2294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,FW,18.0,4.0,0.8,66.8,1.2,6.73,1.8,1.0,1.1,0.8,1.0,0.0,0.4,1.4,1.3,0.4,66.8,0.1,0.6,0.0,3.0,15.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.298682483841606,0.2248782752248779,11979201.358238291,overvalued
Maximilian Arnold,VfL Wolfsburg,Germany,central_mid,31,961,4500000.0,15.319587954740548,1813.0,1.0,4.0,0.0496,0.1986,18,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.600760456273765,21.16699677601238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496,0.1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,M(CR),21.0,5.0,0.6,84.5,0.6,6.83,1.0,1.1,0.8,3.4,0.7,0.6,1.3,0.2,1.2,1.3,84.5,1.2,3.6,0.0,1.0,12.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.096277385161967,0.2233105695785813,3599398.7844566484,overvalued
Kamil Grabara,VfL Wolfsburg,Poland,goalkeeper,27,729,12000000.0,16.300417207752275,2340.0,0.0,0.0,0.0,0.0,18,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6007604562737647,0.360913125822262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,26.0,1.0,0.0,68.0,0.4,6.72,0.0,0.0,0.0,1.5,0.0,0.0,0.1,0.0,0.0,0.1,68.0,0.0,5.6,0.0,0.0,1.0,100.0,0,63.6,0.0385,2.15,5.3846,0.3333,2340.0,63.6,0.0385,2.15,5.3846,0.3333,16.08056665843616,0.21985054931611359,9631664.92690134,overvalued
Lukas Ullrich,Borussia Mönchengladbach,Germany,fullback,22,484,7000000.0,15.761420707019589,1117.0,0.0,0.0,0.0,0.0,18,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-4.399239543726235,19.353308563084617,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,M(L),18.0,2.0,0.5,79.2,0.6,6.45,1.3,1.1,0.9,2.1,0.4,0.2,0.7,0.5,0.5,0.7,79.2,0.5,0.8,0.0,0.0,9.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.54330171443396,0.2181189925856284,5628208.336756336,overvalued
Ernest Poku,Bayer 04 Leverkusen,Netherlands,winger,22,484,25000000.0,17.034386382832476,1390.0,5.0,4.0,0.3237,0.259,18,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,-4.399239543726235,19.353308563084617,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.3237,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,M(CLR),24.0,0.0,1.1,83.2,0.1,6.69,0.5,0.3,0.2,0.6,0.5,0.0,1.1,1.0,0.7,1.1,83.2,0.0,0.3,0.0,5.0,26.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.816511915792123,0.21787446704035318,20105659.80623402,overvalued
Alexander Nübel,VfB Stuttgart,Germany,goalkeeper,29,841,12000000.0,16.300417207752275,2340.0,0.0,1.0,0.0,0.0385,18,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6007604562737647,6.763954950917321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,GK,26.0,0.0,0.0,74.4,0.2,6.83,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.3,0.1,74.4,0.0,6.9,0.0,0.0,0.0,100.0,0,73.8,0.3846,1.31,3.9615,0.125,2340.0,73.8,0.3846,1.31,3.9615,0.125,16.090602787295463,0.2098144204568122,9728816.2533996,overvalued
Loïc Badé,Bayer 04 Leverkusen,France,centre_back,25,625,25000000.0,17.034386382832476,1379.0,0.0,0.0,0.0,0.0,18,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-1.3992395437262353,1.957871300727203,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,D(C),19.0,5.0,0.5,91.7,2.3,6.87,1.4,1.1,0.4,4.8,0.1,0.8,0.1,0.2,0.2,0.1,91.7,0.1,2.1,0.0,0.0,9.0,100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.825035198113323,0.2093511847191536,20277758.40161445,overvalued
Nicolai Remberg,Hamburger SV,Germany,cdm,25,625,7000000.0,15.761420707019589,2250.0,0.0,1.0,0.0,0.04,18,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-1.3992395437262353,1.957871300727203,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,M(C),25.0,9.0,0.6,89.6,1.7,6.84,2.1,1.4,1.4,3.4,0.6,0.5,0.3,0.4,1.7,0.3,89.6,0.0,1.8,0.1,0.0,15.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.562753592155234,0.19866711486435484,5738759.2830649745,overvalued
Christian Eriksen,VfL Wolfsburg,Denmark,attacking_mid,34,1156,3000000.0,14.914122846632385,1758.0,2.0,6.0,0.1024,0.3072,18,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.600760456273765,57.77155951365497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024,0.3072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,FW,23.0,4.0,1.1,77.4,0.4,6.63,1.1,0.5,0.5,1.3,0.8,0.3,1.8,0.3,0.1,1.8,77.4,1.0,1.7,0.3,2.0,26.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.723344576840008,0.19077826979237678,2478947.3610332985,overvalued
Marco Grüll,SV Werder Bremen,Austria,winger,27,729,6000000.0,15.60727002719233,1720.0,3.0,1.0,0.157,0.0523,18,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6007604562737647,0.360913125822262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,FW,26.0,4.0,1.5,76.0,0.5,6.59,1.2,0.4,0.9,0.7,0.5,0.2,1.2,0.7,0.8,1.2,76.0,0.6,0.3,0.0,3.0,38.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.417683141795958,0.18958688539637158,4963805.00048316,overvalued
Waldemar Anton,Borussia Dortmund,Germany,centre_back,29,841,18000000.0,16.70588231586044,2160.0,2.0,0.0,0.0833,0.0,18,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6007604562737647,6.763954950917321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,DMC,24.0,3.0,0.5,89.6,2.8,7.16,2.0,0.8,0.8,5.5,0.4,0.5,0.3,0.5,0.5,0.3,89.6,0.1,2.8,0.0,2.0,12.0,100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51661292298386,0.18926939287657873,14896143.664939484,overvalued
Bazoumana Touré,TSG 1899 Hoffenheim,Cote d'Ivoire,winger,20,400,35000000.0,17.37085861945369,1779.0,2.0,7.0,0.1012,0.3541,18,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,-6.399239543726235,40.95026673798956,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.1012,0.3541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,M(L),23.0,2.0,1.4,75.4,1.5,6.98,1.0,0.3,1.5,0.7,0.4,0.1,1.5,1.7,1.0,1.5,75.4,1.3,0.6,0.1,2.0,32.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.18292396236199,0.18793465709169865,29003409.858378127,overvalued
Rasmus Kristensen,Eintracht Frankfurt,Denmark,fullback,28,784,12000000.0,16.300417207752275,1426.0,2.0,0.0,0.1262,0.0,18,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6007604562737647,2.562434038369791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,M(R),19.0,4.0,0.7,79.8,1.6,6.82,2.4,0.9,1.1,2.9,0.8,0.1,0.4,0.7,0.6,0.4,79.8,0.2,2.4,0.0,2.0,14.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11596912601903,0.1844480817332439,9978757.345129928,overvalued
