player_name,club,age,position,position_group_ws,apps,minutes_played,goals,assists,goals_per_90,assists_per_90,yellow_cards,shots_per_game,pass_success_pct,aerials_won,rating,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,key_passes_per_game,dribbles_per_game,fouled_per_game,avg_passes_per_game,crosses_per_game,long_balls_per_game,through_balls_per_game,xg,xg_diff,xg_per_shot,nationality,position_tm,contract_months_remaining,market_value_eur,position_group,is_striker,is_winger,is_attacking_mid,is_central_mid,is_cdm,is_fullback,is_goalkeeper,nationality_group,is_brazilian,is_french,is_english,is_spanish,is_german,is_argentinian,is_portuguese,is_african,is_asian,is_south_american_other
José Sá,Wolves,33,GK,goalkeeper,29.0,2610.0,0.0,0.0,0.0,0.0,2.0,0.0,59.3,0.4,6.48,0.1,0.0,0.1,0.9,0.0,0.0,0.1,0.3,0.3,27.6,0.0,4.0,0.0,0.0,0.0,0.0,Portugal,Goalkeeper,18,7000000.0,goalkeeper,0,0,0,0,0,0,1,portuguese,0,0,0,0,0,0,1,0,0,0
Ross Barkley,Aston Villa,32,M(CLR),central_mid,20.0,570.0,3.0,1.0,0.4737,0.1579,3.0,0.8,85.7,0.3,6.47,0.7,0.5,0.4,0.3,0.3,0.2,0.5,0.6,0.2,19.6,0.0,0.5,0.0,2.07,0.93,0.13,England,Central Midfield,18,6000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Lucas Bergvall,Tottenham,20,M(C),central_mid,27.0,1206.0,0.0,1.0,0.0,0.0746,3.0,0.4,88.7,0.3,6.47,1.4,0.9,0.7,0.8,0.6,0.3,0.4,0.8,0.6,25.5,0.3,1.1,0.0,0.77,-0.77,0.06,Sweden,Central Midfield,18,38000000.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Kobbie Mainoo,Man Utd,20,M(C),central_mid,25.0,1657.0,0.0,0.0,0.0,0.0,5.0,0.6,87.4,0.8,6.47,1.8,0.8,1.1,0.5,0.6,0.1,0.6,0.9,0.8,32.7,0.1,0.9,0.0,0.81,-0.81,0.05,England,Central Midfield,18,50000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Jesper Lindstrøm,Everton,26,FW,striker,25.0,1242.0,0.0,1.0,0.0,0.0725,2.0,1.1,78.7,0.2,6.47,1.8,0.5,0.6,0.6,1.4,0.1,0.8,0.3,0.4,13.9,0.7,0.4,0.0,2.51,-2.51,0.09,Denmark,Right Winger,18,18000000.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jean-Clair Todibo,West Ham,26,D(C),centre_back,27.0,1833.0,0.0,0.0,0.0,0.0,3.0,0.2,88.3,1.0,6.46,1.7,1.0,0.6,3.0,0.4,0.5,0.1,0.3,0.2,39.7,0.0,1.1,0.0,0.3,-0.3,0.06,France,Centre-Back,18,25000000.0,centre_back,0,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Bart Verbruggen,Brighton,23,GK,goalkeeper,36.0,3240.0,0.0,1.0,0.0,0.0278,6.0,0.0,75.1,0.3,6.46,0.0,0.0,0.0,1.3,0.1,0.0,0.0,0.1,0.1,33.0,0.0,5.3,0.0,0.0,0.0,0.0,Netherlands,Goalkeeper,18,30000000.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
Rico Lewis,Man City,21,M(C),central_mid,28.0,1893.0,1.0,2.0,0.0475,0.0951,3.0,0.4,91.4,0.2,6.46,1.1,0.5,0.4,1.4,0.3,0.3,0.3,0.3,1.2,43.0,0.0,0.8,0.0,1.5,-0.5,0.15,England,Right-Back,18,40000000.0,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Ian Maatsen,Aston Villa,24,M(CLR),central_mid,29.0,1129.0,1.0,2.0,0.0797,0.1594,2.0,0.7,86.9,0.3,6.45,1.0,0.5,0.4,0.9,0.2,0.0,0.7,0.4,0.3,21.2,0.3,0.3,0.0,0.83,0.17,0.04,Netherlands,Left-Back,18,28000000.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Christian Eriksen,Man Utd,34,FW,striker,23.0,1059.0,1.0,2.0,0.085,0.17,4.0,0.7,85.5,0.1,6.45,0.8,0.3,0.3,0.3,0.7,0.2,1.3,0.0,0.1,28.6,1.0,1.6,0.1,1.37,-0.37,0.09,Denmark,Attacking Midfield,18,4000000.0,attacking_mid,0,0,1,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Darwin Núñez,Liverpool,26,FW,striker,30.0,1123.0,5.0,2.0,0.4007,0.1603,8.0,1.1,71.4,0.7,6.45,0.7,0.1,0.9,0.4,0.4,0.0,0.4,0.3,0.5,7.5,0.0,0.3,0.0,6.14,-1.14,0.18,Uruguay,Centre-Forward,18,45000000.0,striker,1,0,0,0,0,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Manuel Akanji,Man City,30,DMC,cdm,26.0,2015.0,0.0,0.0,0.0,0.0,3.0,0.6,94.1,1.2,6.44,0.7,0.3,0.7,2.4,0.2,0.3,0.3,0.1,0.3,66.2,0.1,2.2,0.0,1.42,-1.42,0.09,Switzerland,Centre-Back,18,28000000.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jack Grealish,Man City,30,FW,striker,20.0,716.0,1.0,1.0,0.1257,0.1257,3.0,0.8,91.0,0.1,6.44,0.5,0.1,0.3,0.3,0.2,0.1,1.2,0.7,1.3,20.6,0.2,0.5,0.0,1.52,-0.52,0.1,England,Left Winger,18,28000000.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Myles Lewis-Skelly,Arsenal,19,D(L),fullback,23.0,1372.0,1.0,0.0,0.0656,0.0,3.0,0.1,93.6,0.5,6.44,1.0,0.3,0.5,1.0,0.0,0.0,0.3,0.5,2.0,29.0,0.2,0.3,0.0,0.25,0.75,0.08,England,Left-Back,18,45000000.0,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Alex Scott,Bournemouth,22,M(CR),central_mid,20.0,753.0,0.0,0.0,0.0,0.0,3.0,0.8,85.2,0.4,6.44,1.4,0.5,0.9,0.6,1.2,0.2,0.6,0.3,1.3,16.6,0.1,0.8,0.1,0.78,-0.78,0.05,England,Central Midfield,18,20000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Brajan Gruda,Brighton,21,AM(CR),attacking_mid,21.0,683.0,1.0,4.0,0.1318,0.5271,0.0,0.5,78.3,0.1,6.43,0.8,0.1,0.3,0.2,0.3,0.0,1.1,0.6,0.6,10.1,0.5,0.3,0.0,1.0,0.0,0.09,Germany,Attacking Midfield,18,25000000.0,attacking_mid,0,0,1,0,0,0,0,german,0,0,0,0,1,0,0,0,0,0
Malo Gusto,Chelsea,22,M(R),winger,32.0,1860.0,0.0,1.0,0.0,0.0484,4.0,0.7,89.0,0.3,6.42,1.4,0.8,0.6,1.3,0.7,0.3,0.7,0.1,0.6,37.9,0.3,1.2,0.0,1.46,-1.46,0.07,France,Right-Back,18,35000000.0,fullback,0,0,0,0,0,1,0,french,0,1,0,0,0,0,0,0,0,0
Pau Torres,Aston Villa,29,D(C),centre_back,24.0,2020.0,0.0,0.0,0.0,0.0,2.0,0.3,89.3,0.8,6.42,0.9,0.4,0.3,3.1,0.3,0.5,0.1,0.6,0.3,56.6,0.0,2.2,0.0,0.48,-0.48,0.06,Spain,Centre-Back,18,32000000.0,centre_back,0,0,0,0,0,0,0,spanish,0,0,0,1,0,0,0,0,0,0
Yehor Yarmoliuk,Brentford,22,DMC,cdm,31.0,1446.0,0.0,0.0,0.0,0.0,6.0,0.3,88.2,0.3,6.42,1.6,0.4,0.6,1.0,0.9,0.3,0.3,0.4,0.4,23.8,0.2,1.7,0.1,0.69,-0.69,0.08,Ukraine,Central Midfield,18,15000000.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Christopher Nkunku,Chelsea,28,FW,striker,27.0,912.0,3.0,2.0,0.2961,0.1974,2.0,0.9,90.6,0.6,6.41,0.4,0.3,0.6,0.3,0.1,0.1,0.5,0.4,0.4,12.2,0.0,0.1,0.1,4.66,-1.66,0.19,France,Centre-Forward,18,35000000.0,striker,1,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Jacob Ramsey,Aston Villa,24,AM(CLR),attacking_mid,29.0,1634.0,1.0,3.0,0.0551,0.1652,2.0,0.7,86.6,0.2,6.41,1.0,0.3,0.4,0.3,0.3,0.1,0.7,0.9,1.0,19.6,0.1,0.2,0.0,1.98,-0.98,0.1,England,Central Midfield,18,32000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Edson Álvarez,West Ham,28,DMC,cdm,28.0,1785.0,0.0,1.0,0.0,0.0504,7.0,0.4,86.5,1.1,6.4,1.8,0.6,1.5,1.5,0.6,0.3,0.4,0.5,0.6,35.3,0.1,1.3,0.0,0.41,-0.41,0.03,Mexico,Defensive Midfield,18,25000000.0,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Leon Bailey,Aston Villa,28,FW,striker,24.0,1144.0,1.0,2.0,0.0787,0.1573,3.0,1.2,77.6,0.3,6.4,0.3,0.1,0.5,0.3,0.3,0.0,0.7,0.9,0.8,14.7,0.1,0.6,0.1,2.66,-1.66,0.09,Jamaica,Right Winger,18,28000000.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Santiago Bueno,Wolves,27,D(C),centre_back,29.0,1683.0,0.0,0.0,0.0,0.0,2.0,0.2,88.1,1.2,6.4,1.4,0.5,0.9,2.4,0.2,0.7,0.0,0.0,0.2,28.9,0.0,1.0,0.0,0.32,-0.32,0.05,Uruguay,Centre-Back,18,10000000.0,centre_back,0,0,0,0,0,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Kristoffer Ajer,Brentford,27,DMC,cdm,24.0,1443.0,0.0,0.0,0.0,0.0,5.0,0.4,77.8,1.2,6.39,1.1,0.5,0.5,2.0,0.5,0.2,0.3,0.3,0.3,23.3,0.2,0.8,0.0,1.25,-1.25,0.14,Norway,Centre-Back,18,18000000.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Guido Rodríguez,West Ham,31,DMC,cdm,23.0,1158.0,0.0,1.0,0.0,0.0777,6.0,0.3,84.9,0.5,6.39,1.6,0.6,0.8,1.3,0.7,0.4,0.2,0.1,0.5,24.5,0.0,1.1,0.0,0.23,-0.23,0.03,Argentina,Defensive Midfield,18,10000000.0,cdm,0,0,0,0,1,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Jack Harrison,Everton,29,FW,striker,34.0,2085.0,1.0,0.0,0.0432,0.0,0.0,0.9,73.3,0.1,6.39,0.9,0.3,0.4,0.9,0.9,0.1,1.0,0.7,0.8,15.1,0.9,0.4,0.1,3.55,-2.55,0.12,England,Left Winger,18,14000000.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Lewis Dunk,Brighton,34,D(C),centre_back,25.0,2083.0,0.0,0.0,0.0,0.0,5.0,0.5,91.4,2.1,6.39,0.7,0.5,0.3,3.1,0.3,0.7,0.2,0.0,0.4,77.4,0.0,3.6,0.1,1.22,-1.22,0.1,England,Centre-Back,18,6000000.0,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Yves Bissouma,Tottenham,29,M(C),central_mid,28.0,1408.0,2.0,0.0,0.1278,0.0,7.0,0.4,89.0,0.3,6.39,1.8,0.6,1.0,1.3,0.5,0.2,0.2,0.3,0.6,30.2,0.0,0.7,0.0,0.49,1.51,0.04,Mali,Defensive Midfield,18,25000000.0,cdm,0,0,0,0,1,0,0,african,0,0,0,0,0,0,0,1,0,0
Mathias Jensen,Brentford,30,M(CR),central_mid,24.0,857.0,0.0,2.0,0.0,0.21,2.0,0.3,81.7,0.3,6.37,0.6,0.3,0.3,0.5,0.3,0.2,0.7,0.4,0.4,16.8,0.5,1.4,0.0,0.26,-0.26,0.04,Denmark,Central Midfield,18,14000000.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
David Brooks,Bournemouth,28,FW,striker,29.0,952.0,2.0,0.0,0.1891,0.0,3.0,0.9,82.2,0.2,6.37,0.5,0.2,0.4,0.3,0.5,0.1,0.7,0.4,0.6,12.0,0.5,0.4,0.0,2.59,-0.59,0.1,Wales,Right Winger,18,10000000.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Adam Smith,Bournemouth,34,M(LR),winger,25.0,1599.0,0.0,0.0,0.0,0.0,7.0,0.1,78.7,0.6,6.35,1.0,0.6,0.8,1.5,0.5,0.2,0.3,0.2,0.5,21.0,0.3,0.8,0.0,0.34,-0.34,0.11,England,Right-Back,18,750000.0,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Eddie Nketiah,Crystal Palace,26,FW,striker,29.0,1029.0,3.0,1.0,0.2624,0.0875,4.0,1.5,75.7,0.7,6.34,0.5,0.1,1.1,0.3,0.2,0.0,0.4,0.4,1.0,8.1,0.0,0.3,0.0,7.64,-4.64,0.18,England,Centre-Forward,18,18000000.0,striker,1,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Pablo Sarabia,Wolves,33,FW,striker,24.0,809.0,3.0,2.0,0.3337,0.2225,3.0,0.7,76.1,0.3,6.34,0.7,0.2,0.7,0.3,0.3,0.0,0.6,0.3,0.6,15.8,0.4,0.8,0.1,2.99,0.01,0.18,Spain,Attacking Midfield,18,5000000.0,attacking_mid,0,0,1,0,0,0,0,spanish,0,0,0,1,0,0,0,0,0,0
Simon Adingra,Brighton,24,FW,striker,29.0,1091.0,2.0,2.0,0.165,0.165,0.0,1.1,81.9,0.2,6.34,0.8,0.3,0.4,0.2,0.6,0.0,0.6,0.7,0.1,11.4,0.3,0.2,0.0,3.32,-1.32,0.1,Cote d'Ivoire,Left Winger,18,28000000.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Vladimír Coufal,West Ham,33,M(R),winger,22.0,1063.0,0.0,0.0,0.0,0.0,5.0,0.3,82.2,1.0,6.33,1.0,0.4,1.0,1.6,0.5,0.5,0.4,0.2,0.7,21.5,0.4,0.5,0.0,0.26,-0.26,0.04,Czech Republic,Right-Back,18,5000000.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Leny Yoro,Man Utd,20,D(C),centre_back,21.0,1165.0,0.0,0.0,0.0,0.0,5.0,0.2,92.5,0.8,6.33,1.4,0.9,0.4,2.0,0.3,0.1,0.1,0.1,0.1,36.0,0.0,0.9,0.0,1.1,-1.1,0.22,France,Centre-Back,18,55000000.0,centre_back,0,0,0,0,0,0,0,french,0,1,0,0,0,0,0,0,0,0
Daichi Kamada,Crystal Palace,29,FW,striker,34.0,1558.0,0.0,0.0,0.0,0.0,4.0,0.6,82.5,0.1,6.32,1.4,0.5,0.8,0.4,0.8,0.1,0.6,0.2,0.6,21.1,0.3,0.7,0.0,1.16,-1.16,0.06,Japan,Attacking Midfield,18,12000000.0,attacking_mid,0,0,1,0,0,0,0,asian,0,0,0,0,0,0,0,0,1,0
Joshua Zirkzee,Man Utd,24,FW,striker,32.0,1395.0,3.0,1.0,0.1935,0.0645,2.0,0.9,72.1,0.7,6.32,0.4,0.2,0.3,0.3,0.2,0.1,0.4,0.3,0.4,12.7,0.0,0.2,0.1,4.86,-1.86,0.17,Netherlands,Centre-Forward,18,30000000.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Issa Diop,Fulham,29,D(C),centre_back,21.0,1336.0,0.0,0.0,0.0,0.0,2.0,0.2,87.5,1.0,6.32,1.2,0.4,0.5,3.3,0.2,0.3,0.1,0.0,0.2,36.0,0.0,1.9,0.0,0.51,-0.51,0.1,Morocco,Centre-Back,18,14000000.0,centre_back,0,0,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Rodrigo Gomes,Wolves,22,M(LR),winger,25.0,799.0,2.0,0.0,0.2253,0.0,0.0,0.3,70.7,0.3,6.31,0.9,0.3,0.2,0.6,0.4,0.0,0.5,0.2,0.2,9.8,0.2,0.2,0.0,0.72,1.28,0.1,Portugal,Left Midfield,18,15000000.0,winger,0,1,0,0,0,0,0,portuguese,0,0,0,0,0,0,1,0,0,0
Carlos Soler,West Ham,29,M(CLR),central_mid,31.0,1407.0,1.0,1.0,0.064,0.064,6.0,0.8,88.7,0.4,6.29,0.5,0.3,0.8,0.6,0.5,0.2,0.6,0.3,0.6,20.3,0.3,0.6,0.1,2.32,-1.32,0.09,Spain,Central Midfield,18,18000000.0,central_mid,0,0,0,1,0,0,0,spanish,0,0,0,1,0,0,0,0,0,0
Tom Cairney,Fulham,35,M(CR),central_mid,25.0,615.0,2.0,0.0,0.2927,0.0,3.0,0.4,92.7,0.2,6.28,0.5,0.2,0.3,0.1,0.1,0.0,0.4,0.2,0.8,24.2,0.2,0.7,0.0,0.92,1.08,0.08,Scotland,Central Midfield,18,1500000.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Rasmus Højlund,Man Utd,23,FW,striker,32.0,2013.0,4.0,0.0,0.1788,0.0,2.0,1.0,76.3,1.0,6.27,0.1,0.1,0.5,0.2,0.2,0.0,0.5,0.3,0.9,10.2,0.1,0.0,0.1,5.82,-1.82,0.18,Denmark,Centre-Forward,18,35000000.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Joe Willock,Newcastle,26,M(C),central_mid,32.0,1077.0,0.0,2.0,0.0,0.1671,4.0,0.6,87.0,0.2,6.25,0.9,0.2,0.7,0.2,0.4,0.2,0.7,0.4,0.4,10.6,0.0,0.2,0.0,2.35,-2.35,0.13,England,Central Midfield,18,22000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Sean Longstaff,Newcastle,28,DMC,cdm,25.0,788.0,0.0,0.0,0.0,0.0,2.0,0.2,86.0,0.4,6.25,1.1,0.3,0.4,0.3,0.4,0.2,0.2,0.1,0.2,13.7,0.0,0.4,0.0,0.5,-0.5,0.08,England,Central Midfield,18,20000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Gonçalo Guedes,Wolves,29,FW,striker,29.0,989.0,2.0,4.0,0.182,0.364,1.0,0.9,77.4,0.2,6.22,0.6,0.2,0.5,0.1,0.4,0.0,0.5,0.3,0.6,10.7,0.2,0.3,0.0,3.24,-1.24,0.12,Portugal,Left Winger,18,11000000.0,winger,0,1,0,0,0,0,0,portuguese,0,0,0,0,0,0,1,0,0,0
Justin Devenny,Crystal Palace,22,M(CL),central_mid,23.0,498.0,1.0,1.0,0.1807,0.1807,1.0,0.4,78.0,0.1,6.19,0.7,0.0,0.3,0.5,0.5,0.0,0.3,0.1,0.0,8.1,0.1,0.3,0.0,0.99,0.01,0.1,Northern Ireland,Attacking Midfield,18,6000000.0,attacking_mid,0,0,1,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Wataru Endo,Liverpool,33,DMC,cdm,20.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,94.2,0.2,6.18,0.6,0.3,0.8,0.4,0.2,0.1,0.1,0.1,0.4,9.5,0.0,0.2,0.0,0.0,0.0,0.0,Japan,Defensive Midfield,18,8000000.0,cdm,0,0,0,0,1,0,0,asian,0,0,0,0,0,0,0,0,1,0
Archie Gray,Tottenham,20,DMC,cdm,28.0,1746.0,0.0,0.0,0.0,0.0,1.0,0.0,89.3,0.4,6.17,0.6,0.7,0.6,1.7,0.4,0.4,0.1,0.3,0.4,38.5,0.0,1.2,0.0,0.02,-0.02,0.02,England,Central Midfield,18,38000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Tommy Doyle,Wolves,24,M(C),central_mid,24.0,477.0,0.0,1.0,0.0,0.1887,1.0,0.4,85.4,0.0,6.15,0.5,0.2,0.2,0.5,0.4,0.2,0.3,0.2,0.2,15.4,0.1,1.7,0.0,0.72,-0.72,0.08,England,Central Midfield,18,10000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Hwang Hee-Chan,Wolves,30,FW,striker,21.0,652.0,2.0,0.0,0.2761,0.0,0.0,0.2,83.6,0.1,6.14,0.3,0.1,0.3,0.5,0.2,0.0,0.1,0.1,0.4,9.0,0.1,0.0,0.0,0.74,1.26,0.15,"Korea, South",Centre-Forward,18,12000000.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Rúben Dias,Man City,28,D(C),centre_back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.4,2.6,0.2,0.7,0.2,0.1,0.3,85.5,0.0,3.1,0.0,1.61,-1.61,0.08,Portugal,Centre-Back,18,65000000.0,centre_back,0,0,0,0,0,0,0,portuguese,0,0,0,0,0,0,1,0,0,0
Rodrigo Bentancur,Tottenham,28,M(C),central_mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.3,1.4,0.8,0.3,0.4,0.3,0.4,41.1,0.1,0.9,0.0,1.43,0.57,0.06,Uruguay,Defensive Midfield,18,30000000.0,cdm,0,0,0,0,1,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Joël Veltman,Brighton,34,M(R),winger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,1.3,3.0,1.0,0.3,0.3,0.2,2.1,36.9,0.4,1.5,0.0,0.54,-0.54,0.09,Netherlands,Right-Back,18,4000000.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Harry Wilson,Fulham,28,FW,striker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.4,0.2,0.0,0.8,0.4,0.9,16.0,0.4,0.6,0.0,3.97,2.03,0.09,Wales,Right Winger,18,15000000.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Beto,Everton,28,FW,striker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,1.1,0.8,0.1,0.1,0.4,0.6,0.8,8.8,0.0,0.1,0.0,9.44,-1.44,0.19,Guinea-Bissau,Centre-Forward,18,22000000.0,striker,1,0,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Boubacar Kamara,Aston Villa,26,DMC,cdm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.7,1.2,1.8,1.0,0.3,0.4,0.3,1.3,35.8,0.0,1.0,0.0,0.77,0.23,0.08,France,Defensive Midfield,18,40000000.0,cdm,0,0,0,0,1,0,0,french,0,1,0,0,0,0,0,0,0,0
João Gomes,Wolves,25,M(C),central_mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.7,1.9,0.9,1.7,0.1,0.6,0.8,1.3,43.7,0.2,1.2,0.1,2.9,0.1,0.08,Brazil,Central Midfield,18,40000000.0,central_mid,0,0,0,1,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Ethan Nwaneri,Arsenal,18,AM(CR),attacking_mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.3,0.2,0.5,0.1,0.6,1.4,0.2,14.0,0.5,0.3,0.1,1.62,2.38,0.07,England,Attacking Midfield,18,55000000.0,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Destiny Udogie,Tottenham,23,M(L),winger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9,1.2,1.1,0.6,0.2,0.6,0.5,1.5,38.1,0.2,0.5,0.0,0.32,-0.32,0.06,Italy,Left-Back,18,40000000.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Matt Doherty,Wolves,34,M(LR),winger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.7,0.6,3.2,0.3,0.5,0.4,0.4,0.4,40.3,0.0,2.5,0.1,1.65,0.35,0.16,Ireland,Right-Back,18,2000000.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Timothy Castagne,Fulham,30,M(LR),winger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.9,0.6,3.1,0.8,0.3,0.4,0.2,0.3,32.8,0.2,1.0,0.0,0.52,-0.52,0.06,Belgium,Right-Back,18,13000000.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jadon Sancho,Chelsea,25,AM(CLR),attacking_mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.2,0.2,0.0,1.2,1.5,0.4,24.8,0.0,0.3,0.1,2.62,0.38,0.11,England,Left Winger,18,28000000.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Bernd Leno,Fulham,34,GK,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.1,32.5,0.0,4.5,0.0,0.0,0.0,0.0,Germany,Goalkeeper,18,10000000.0,goalkeeper,0,0,0,0,0,0,1,german,0,0,0,0,1,0,0,0,0,0
Adam Wharton,Crystal Palace,22,DMC,cdm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.6,1.4,1.4,0.1,1.3,0.1,1.1,34.0,0.7,2.0,0.1,0.35,-0.35,0.03,England,Defensive Midfield,18,45000000.0,cdm,0,0,0,0,1,0,0,english,0,0,1,0,0,0,0,0,0,0
Ederson,Man City,32,GK,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.2,0.0,0.0,31.3,0.0,5.3,0.0,0.0,0.0,0.0,Brazil,Goalkeeper,18,20000000.0,goalkeeper,0,0,0,0,0,0,1,brazilian,1,0,0,0,0,0,0,0,0,0
Jack Hinshelwood,Brighton,20,M(C),central_mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.7,1.4,0.6,0.1,0.7,0.1,0.3,36.3,0.2,1.3,0.0,3.46,1.54,0.19,England,Defensive Midfield,18,24000000.0,cdm,0,0,0,0,1,0,0,english,0,0,1,0,0,0,0,0,0,0
Robert Sánchez,Chelsea,28,GK,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,0.0,0.0,0.1,0.0,0.1,32.9,0.0,4.3,0.0,0.0,0.0,0.0,Spain,Goalkeeper,18,20000000.0,goalkeeper,0,0,0,0,0,0,1,spanish,0,0,0,1,0,0,0,0,0,0
